run_ts,symbol,exchange,token,price,atr_pct,beta,abs_beta,enabled,reason,atr_floor,abs_beta_floor,vol_interval,vol_days,beta_days
2026-01-13T21:33:53+05:30,SHREECEM,NSE,794369.0,27100.0,0.061,0.61,0.61,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SHRIRAMFIN,NSE,1102337.0,980.0,0.1,1.45,1.45,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SIEMENS,NSE,806401.0,2942.1,0.083,1.42,1.42,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SOLARINDS,NSE,3412993.0,12640.0,0.123,1.7,1.7,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SONACOMS,NSE,1199105.0,456.95,0.106,1.5,1.5,N,BLACKLIST,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SRF,NSE,837889.0,3026.9,0.087,1.07,1.07,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SUNPHARMA,NSE,857857.0,1727.9,0.067,0.88,0.88,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SUPREMEIND,NSE,860929.0,3475.0,0.089,0.69,0.69,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SUZLON,NSE,3076609.0,48.56,0.108,2.18,2.18,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,SYNGENE,NSE,2622209.0,631.1,0.089,1.55,1.55,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TATACONSUM,NSE,878593.0,1188.8,0.078,0.72,0.72,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TATAELXSI,NSE,873217.0,5793.0,0.107,2.11,2.11,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TATAPOWER,NSE,877057.0,367.9,0.08,1.65,1.65,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TATASTEEL,NSE,895745.0,182.45,0.089,1.46,1.46,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TATATECH,NSE,5195009.0,659.85,0.088,1.7,1.7,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TCS,NSE,2953217.0,3263.0,0.068,1.03,1.03,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TECHM,NSE,3465729.0,1610.0,0.079,1.05,1.05,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TIINDIA,NSE,79873.0,2381.8,0.091,0.93,0.93,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TITAGARH,NSE,3945985.0,791.3,0.137,2.11,2.11,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TITAN,NSE,897537.0,4233.5,0.069,0.52,0.52,N,LOW_VOL_AND_LOW_ABS_BETA,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TMPV,NSE,884737.0,348.45,0.087,0.71,0.71,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TORNTPHARM,NSE,900609.0,3933.1,0.074,0.62,0.62,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TORNTPOWER,NSE,3529217.0,1335.5,0.091,1.82,1.82,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TRENT,NSE,502785.0,3906.0,0.102,1.67,1.67,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,TVSMOTOR,NSE,2170625.0,3748.0,0.086,1.32,1.32,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ULTRACEMCO,NSE,2952193.0,12015.0,0.062,0.89,0.89,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,UNIONBANK,NSE,2752769.0,166.2,0.099,1.15,1.15,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,UNITDSPR,NSE,2674433.0,1318.0,0.083,1.01,1.01,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,UNOMINDA,NSE,3623425.0,1200.9,0.094,2.01,2.01,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,UPL,NSE,2889473.0,770.3,0.091,1.54,1.54,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,VBL,NSE,4843777.0,500.75,0.1,1.11,1.11,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,VEDL,NSE,784129.0,637.0,0.098,0.8,0.8,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,VOLTAS,NSE,951809.0,1455.0,0.094,1.34,1.34,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,WIPRO,NSE,969473.0,264.4,0.081,1.3,1.3,Y,ENABLED_OK,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,YESBANK,NSE,3050241.0,22.78,0.105,1.24,1.24,N,BELOW_MIN_PRICE,0.08,0.6,minute,21,60
2026-01-13T21:33:53+05:30,ZYDUSLIFE,NSE,2029825.0,900.1,0.079,0.85,0.85,Y,ENABLED_OK,0.08,0.6,minute,21,60
