auction_action,auction_state,directional_alignment,index,persisted_signal_action,selected_candidate_id,selected_opportunity_key,signal_action,signal_stage,signal_status,signal_status_reason,snapshot_time,symbol
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,105,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:27:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,106,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:30:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,107,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:33:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,108,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:36:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,109,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:39:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,110,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,PROMOTE,WEAKENING,OPEN,PROMOTE:WEAKENING:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:42:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,111,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,PROMOTE,PROTECT,OPEN,PROMOTE:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:45:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,112,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:48:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,113,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:51:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,114,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:54:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,115,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:57:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,116,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:00:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,117,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:03:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,118,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:06:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,119,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:09:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,120,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:12:00+05:30,COFORGE
LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,121,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:15:00+05:30,COFORGE
LOCAL_CONFIRMED,REACCELERATION,OPPOSITE,122,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,DOWNGRADE,EXIT_BIAS,OPEN,DOWNGRADE:EXIT_BIAS:AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,2026-07-20T15:18:00+05:30,COFORGE
LOCAL_CONFIRMED,REACCELERATION,OPPOSITE,123,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,2026-07-20T15:21:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,124,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T15:24:00+05:30,COFORGE
LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,125,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T15:27:00+05:30,COFORGE
